name,platform_group,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,total_sales,other_sales,critic_score,user_score,rating,rat_sem
j-league victory goal,Other,SAT,1995,Sports,0.0,0.0,0.15,0.15,0.0,,,,Pending
top gun combat zones,Nintendo,GC,2002,Simulation,0.12,0.03,0.0,0.15,0.0,59.0,7.1,E,Everyone
countdown the game,Nintendo,DS,2009,Puzzle,0.0,0.14,0.0,0.15000000000000002,0.01,,,,Pending
spongebob squarepants / fairly odd parents double pack,Nintendo,GBA,2005,Action,0.11,0.04,0.0,0.15,0.0,,,,Pending
pro baseball spirits 2015,PlayStation,PS3,2015,Action,0.0,0.0,0.15,0.15,0.0,,,,Pending
nhl 09,PlayStation,PS2,2008,Sports,0.07,0.06,0.0,0.15,0.02,,7.6,E10+,Everyone 10y+
history civil war secret missions,PlayStation,PS2,2008,Shooter,0.07,0.06,0.0,0.15,0.02,,,,Pending
fantastic four rise of the silver surfer,PlayStation,PS3,2007,Action,0.12,0.02,0.0,0.15999999999999998,0.02,47.0,6.2,T,Teens
dark rift,Nintendo,N64,1997,Fighting,0.12,0.03,0.0,0.15,0.0,,,,Pending
derby stallion 64,Nintendo,N64,2001,Sports,0.0,0.0,0.15,0.15,0.0,,,,Pending
doraemon 3 nobi dai no machi sos!,Nintendo,N64,2000,Platform,0.0,0.0,0.09,0.15,0.06,,,,Pending
space station silicon valley,Nintendo,N64,1997,Adventure,0.12,0.03,0.0,0.15,0.0,,,,Pending
all-star baseball 2003,Nintendo,GC,2002,Sports,0.12,0.03,0.0,0.15,0.0,83.0,8.0,E,Everyone
burger island,Nintendo,Wii,2009,Action,0.14,0.0,0.0,0.15000000000000002,0.01,,,E,Everyone
cake mania in the mix!,Nintendo,Wii,2008,Puzzle,0.14,0.0,0.0,0.15000000000000002,0.01,,,,Pending
t'ai fu wrath of the tiger,PlayStation,PS,1998,Action,0.08,0.06,0.0,0.15000000000000002,0.01,,,,Pending
rocky,XBox,XB,2002,Fighting,0.11,0.03,0.0,0.15000000000000002,0.01,74.0,7.3,T,Teens
ford racing 2,XBox,XB,2003,Racing,0.11,0.03,0.0,0.15000000000000002,0.01,62.0,,E,Everyone
kids learn math a+ edition,Nintendo,DS,2011,Misc,0.14,0.0,0.0,0.15000000000000002,0.01,,,,Pending
rock band metal track pack,XBox,X360,2009,Misc,0.14,0.0,0.0,0.15000000000000002,0.01,,,T,Teens
megamind ultimate showdown,PlayStation,PS3,2010,Action,0.07,0.05,0.0,0.14,0.02,43.0,4.2,E10+,Everyone 10y+
space invaders extreme,Nintendo,DS,2008,Shooter,0.12,0.01,0.01,0.15000000000000002,0.01,85.0,7.6,E,Everyone
tetris attack,Nintendo,SNES,1995,Puzzle,0.0,0.0,0.15,0.15,0.0,,,,Pending
thor god of thunder,Nintendo,Wii,2011,Action,0.1,0.04,0.0,0.15000000000000002,0.01,56.0,8.0,T,Teens
petz dogz talent show,Nintendo,DS,2009,Simulation,0.14,0.0,0.0,0.15000000000000002,0.01,,,E,Everyone
bloodrayne 2,XBox,XB,2004,Shooter,0.11,0.03,0.0,0.15000000000000002,0.01,71.0,8.5,M,Mature
jaws unleashed,XBox,XB,2006,Action,0.11,0.03,0.0,0.15000000000000002,0.01,51.0,6.2,M,Mature
pro yaky? spirits 6,PlayStation,PS3,2009,Sports,0.0,0.0,0.15,0.15,0.0,,,,Pending
star trek voyager elite force,PlayStation,PS2,2001,Shooter,0.07,0.06,0.0,0.15,0.02,52.0,6.4,T,Teens
x-men the official game,Nintendo,GC,2006,Action,0.12,0.03,0.0,0.15,0.0,50.0,6.3,T,Teens
the sims medieval pirates and nobles,PC,PC,2011,Simulation,0.05,0.08,0.0,0.15,0.02,,,,Pending
warriors orochi 3,PlayStation,PS4,2014,Action,0.04,0.05,0.04,0.15,0.02,,,,Pending
brain boost gamma wave,Nintendo,DS,2005,Puzzle,0.14,0.0,0.0,0.15000000000000002,0.01,40.0,,E,Everyone
chessmaster ii,PlayStation,PS,1998,Strategy,0.08,0.06,0.0,0.15000000000000002,0.01,,,,Pending
all-star baseball 2003,Nintendo,GBA,2002,Sports,0.11,0.04,0.0,0.15,0.0,77.0,,E,Everyone
major league baseball 2k12,Nintendo,Wii,2012,Sports,0.14,0.0,0.0,0.15000000000000002,0.01,,,E,Everyone
scooby-doo! mystery mayhem,XBox,XB,2004,Action,0.11,0.03,0.0,0.15000000000000002,0.01,,,,Pending
winning post 4,PlayStation,PS,1999,Sports,0.0,0.0,0.14,0.15000000000000002,0.01,,,,Pending
castlevania lords of shadow - mirror of fate,Nintendo,3DS,2013,Action,0.04,0.07,0.03,0.15000000000000002,0.01,,,,Pending
187 ride or die,PlayStation,PS2,2005,Racing,0.07,0.06,0.0,0.15,0.02,52.0,6.8,M,Mature
dishonored,XBox,XOne,2015,Action,0.09,0.05,0.0,0.15000000000000002,0.01,,,,Pending
curious george,Nintendo,GC,2006,Action,0.11,0.03,0.0,0.14,0.0,,,,Pending
strawberry shortcake game boy advance video volume 1,Nintendo,GBA,2004,Misc,0.11,0.04,0.0,0.15,0.0,,,,Pending
battleborn,XBox,XOne,2016,Shooter,0.1,0.04,0.0,0.15000000000000002,0.01,71.0,7.2,T,Teens
ejay clubworld,PlayStation,PS2,,Misc,0.07,0.06,0.0,0.15,0.02,69.0,8.6,E,Everyone
geist,Nintendo,GC,2005,Adventure,0.11,0.03,0.0,0.14,0.0,66.0,8.5,M,Mature
the king of fighters xiv,PlayStation,PS4,2016,Fighting,0.07,0.02,0.04,0.15,0.02,79.0,8.7,T,Teens
cardinal syn,PlayStation,PS,1998,Fighting,0.08,0.06,0.0,0.15000000000000002,0.01,,,,Pending
sword art online hollow realization,PlayStation,PSV,2016,Role-Playing,0.0,0.04,0.1,0.15000000000000002,0.01,60.0,7.0,T,Teens
the incredibles rise of the underminer,Nintendo,DS,2005,Action,0.13,0.01,0.0,0.15000000000000002,0.01,54.0,,E10+,Everyone 10y+
deadly premonition,PlayStation,PS3,2010,Action,0.08,0.04,0.0,0.13999999999999999,0.02,,,,Pending
street fighter alpha 3,Nintendo,GBA,2002,Fighting,0.11,0.04,0.0,0.15,0.0,83.0,7.8,T,Teens
mobile suit gundam side story iii sabakareshi mono,Other,SAT,1997,Shooter,0.0,0.0,0.15,0.15,0.0,,,,Pending
super street fighter ii,Other,GEN,1993,Fighting,0.0,0.0,0.15,0.15,0.0,,,,Pending
deponia,PC,PC,2012,Adventure,0.0,0.13,0.0,0.15,0.02,74.0,8.2,,Pending
metal gear solid peace walker hd edition,PlayStation,PS3,2011,Action,0.0,0.0,0.15,0.15,0.0,,8.0,T,Teens
battle stadium d.o.n,PlayStation,PS2,2006,Fighting,0.0,0.0,0.15,0.15,0.0,,,,Pending
ridge racer ds,Nintendo,DS,2004,Racing,0.14,0.0,0.0,0.15000000000000002,0.01,63.0,6.7,E,Everyone
high velocity bowling,PlayStation,PS3,2010,Sports,0.13,0.0,0.0,0.14,0.01,66.0,8.1,E10+,Everyone 10y+
lego harry potter collection,PlayStation,PS4,2016,Action,0.01,0.11,0.0,0.13999999999999999,0.02,73.0,8.1,E10+,Everyone 10y+
the quest trio,Nintendo,DS,2008,Puzzle,0.13,0.0,0.0,0.14,0.01,,,E,Everyone
no.1 muscle ranking - kinniku banzuke vol. 2 aratanarugenkai enochousen!,PlayStation,PS,2000,Sports,0.0,0.0,0.14,0.15000000000000002,0.01,,,,Pending
brain boost beta wave,Nintendo,DS,2005,Puzzle,0.14,0.0,0.0,0.15000000000000002,0.01,39.0,2.5,E,Everyone
power pro kun pocket 9,Nintendo,DS,2006,Sports,0.0,0.0,0.15,0.15,0.0,,,,Pending
shenmue ii,Other,DC,2001,Adventure,0.0,0.0,0.15,0.15,0.0,88.0,9.4,T,Teens
armored core for answer,XBox,X360,2008,Simulation,0.06,0.01,0.07,0.15000000000000002,0.01,64.0,7.7,T,Teens
sumikko gurashi omise hajimerundesu,Nintendo,3DS,2015,Action,0.0,0.0,0.15,0.15,0.0,,,,Pending
major league baseball 2k8,PlayStation,PS2,2008,Sports,0.07,0.06,0.0,0.15,0.02,,6.5,E,Everyone
capcom classics collection,XBox,XB,2005,Misc,0.11,0.03,0.0,0.15000000000000002,0.01,81.0,,T,Teens
fugitive hunter war on terror,PlayStation,PS2,2003,Shooter,0.07,0.06,0.0,0.15,0.02,35.0,5.0,M,Mature
the incredible hulk ultimate destruction,Nintendo,GC,2005,Action,0.11,0.03,0.0,0.14,0.0,84.0,9.1,T,Teens
candace kane's candy factory,Nintendo,Wii,2008,Action,0.14,0.0,0.0,0.15000000000000002,0.01,,,E,Everyone
prince of persia the two thrones,Nintendo,GC,2005,Action,0.11,0.03,0.0,0.14,0.0,84.0,8.1,M,Mature
blazing angels 2 secret missions of wwii,PlayStation,PS3,2007,Simulation,0.1,0.03,0.0,0.15,0.02,70.0,7.2,T,Teens
ore no imouto ga konna ni kawaii wake ga nai portable,PlayStation,PSP,2011,Adventure,0.0,0.0,0.15,0.15,0.0,,,,Pending
pac-man world 3,XBox,XB,2005,Platform,0.11,0.04,0.0,0.16,0.01,65.0,,E,Everyone
snk arcade classics vol. 1,PlayStation,PSP,2008,Misc,0.13,0.0,0.01,0.15000000000000002,0.01,68.0,,T,Teens
phantasy star online episode i & ii,XBox,XB,2003,Role-Playing,0.11,0.03,0.0,0.15000000000000002,0.01,,,,Pending
all-star baseball 2005,XBox,XB,,Sports,0.11,0.03,0.0,0.15000000000000002,0.01,75.0,8.8,E,Everyone
the legend of heroes trails of cold steel ii,PlayStation,PS3,2014,Role-Playing,0.02,0.02,0.11,0.16,0.01,90.0,7.8,T,Teens
sam & max season one,Nintendo,Wii,2008,Adventure,0.13,0.01,0.0,0.15000000000000002,0.01,,,,Pending
backyard sports sandlot sluggers,Nintendo,Wii,2010,Sports,0.14,0.0,0.0,0.15000000000000002,0.01,,,E,Everyone
batman begins,Nintendo,GC,2005,Action,0.11,0.03,0.0,0.14,0.0,66.0,7.2,T,Teens
yakuza ishin,PlayStation,PS4,2014,Action,0.0,0.0,0.15,0.15,0.0,,,,Pending
nancy drew the white wolf of icicle creek,Nintendo,Wii,2008,Adventure,0.14,0.0,0.0,0.15000000000000002,0.01,67.0,,E,Everyone
toy story racer,PlayStation,PS,2001,Racing,0.08,0.06,0.0,0.15000000000000002,0.01,76.0,8.7,E,Everyone
disney's donald duck goin' quackers,PlayStation,PS,2000,Platform,0.08,0.06,0.0,0.15000000000000002,0.01,65.0,7.0,E,Everyone
mobile suit gundam perfect one year war,PlayStation,PS,1997,Strategy,0.0,0.0,0.14,0.15000000000000002,0.01,,,,Pending
galerians,PlayStation,PS,1999,Adventure,0.08,0.06,0.0,0.15000000000000002,0.01,,,,Pending
ys the oath in felghana,PlayStation,PSP,2010,Role-Playing,0.09,0.0,0.04,0.14,0.01,80.0,8.3,T,Teens
crash twinsanity,XBox,XB,2004,Platform,0.11,0.03,0.0,0.15000000000000002,0.01,66.0,8.7,E,Everyone
we dance,Nintendo,Wii,2011,Misc,0.0,0.13,0.0,0.15,0.02,,,,Pending
space camp,Nintendo,DS,2009,Action,0.14,0.0,0.0,0.15000000000000002,0.01,,,E,Everyone
drummania,PlayStation,PS2,2000,Simulation,0.0,0.0,0.15,0.15,0.0,,,,Pending
hoppechan tsukutte! asonde! punipuni town!!,Nintendo,3DS,2013,Action,0.0,0.0,0.15,0.15,0.0,,,,Pending
yu-gi-oh! nightmare troubadour (us sales),Nintendo,DS,2005,Action,0.15,0.0,0.0,0.15,0.0,,,,Pending
spongebob's truth or square,Nintendo,DS,2009,Action,0.07,0.07,0.0,0.15000000000000002,0.01,,,E,Everyone
tamagotchi no narikiri channel,Nintendo,DS,2009,Role-Playing,0.0,0.0,0.15,0.15,0.0,,,,Pending
arena football,XBox,XB,2006,Sports,0.11,0.03,0.0,0.15000000000000002,0.01,65.0,8.5,E10+,Everyone 10y+
power pro kun pocket 1+2,Nintendo,GBA,2004,Sports,0.0,0.0,0.14,0.14,0.0,,,,Pending
medal of honor infiltrator,Nintendo,GBA,2003,Shooter,0.11,0.04,0.0,0.15,0.0,80.0,7.2,T,Teens
skylanders superchargers,Nintendo,Wii,2015,Action,0.02,0.12,0.0,0.15,0.01,,,,Pending
blazing dragons,PlayStation,PS,1996,Adventure,0.08,0.06,0.0,0.15000000000000002,0.01,,,,Pending
lego star wars the force awakens,Nintendo,WiiU,2016,Action,0.06,0.07,0.01,0.15000000000000002,0.01,74.0,8.0,E10+,Everyone 10y+
victorious hollywood arts debut,Nintendo,DS,2011,Misc,0.13,0.01,0.0,0.15000000000000002,0.01,,,E,Everyone
the wizard of oz beyond the yellow brick road,Nintendo,DS,2008,Role-Playing,0.13,0.0,0.0,0.14,0.01,68.0,6.0,E,Everyone
baseball blast!,Nintendo,Wii,2009,Sports,0.14,0.0,0.0,0.15000000000000002,0.01,,,,Pending
super monkey ball deluxe,XBox,XB,2005,Misc,0.11,0.03,0.0,0.15000000000000002,0.01,81.0,8.2,E,Everyone
shin megami tensei devil summoner - soul hackers,PlayStation,PS,1999,Role-Playing,0.0,0.0,0.14,0.15000000000000002,0.01,,,,Pending
shin chan ¡aventuras de cine!,Nintendo,DS,2008,Platform,0.0,0.0,0.15,0.15,0.0,,,,Pending
jurassic the hunted,Nintendo,Wii,2009,Shooter,0.14,0.0,0.0,0.15000000000000002,0.01,,,T,Teens
the cursed crusade,XBox,X360,2011,Action,0.08,0.05,0.0,0.14,0.01,39.0,4.4,M,Mature
charm girls club pajama party,Nintendo,Wii,2009,Misc,0.14,0.0,0.0,0.15000000000000002,0.01,,,E,Everyone
spongebob's boating bash,Nintendo,DS,2010,Misc,0.13,0.0,0.0,0.14,0.01,,,E,Everyone
tamagotchi collection,Nintendo,DS,2011,Misc,0.0,0.0,0.15,0.15,0.0,,,,Pending
earth defense force 2025,XBox,X360,2013,Shooter,0.06,0.03,0.05,0.15000000000000002,0.01,68.0,8.1,M,Mature
nhl 2k10,XBox,X360,2009,Sports,0.11,0.02,0.0,0.14,0.01,69.0,7.9,E10+,Everyone 10y+
white knight chronicles origins,PlayStation,PSP,2011,Role-Playing,0.0,0.04,0.09,0.15,0.02,,,,Pending
trivial pursuit bet you know it,Nintendo,Wii,2011,Misc,0.09,0.04,0.0,0.14,0.01,,,T,Teens
turbo prop racing,PlayStation,PS,1997,Racing,0.08,0.06,0.0,0.15000000000000002,0.01,,,,Pending
barbie superpack secret agent / groovy games,Nintendo,GBA,2005,Misc,0.1,0.04,0.0,0.14,0.0,,,,Pending
tom clancy's ghost recon,Nintendo,GC,2003,Shooter,0.11,0.03,0.0,0.14,0.0,59.0,5.4,M,Mature
pac-man party 3d,Nintendo,3DS,2011,Misc,0.09,0.04,0.0,0.14,0.01,43.0,5.4,E,Everyone
dance dance revolution (north america),PlayStation,PS,2001,Simulation,0.08,0.06,0.0,0.15000000000000002,0.01,,,,Pending
darkstalkers chronicle the chaos tower,PlayStation,PSP,2004,Fighting,0.13,0.0,0.0,0.14,0.01,74.0,7.9,T,Teens
wwe '13,Nintendo,Wii,2012,Action,0.11,0.02,0.0,0.14,0.01,74.0,6.0,T,Teens
mad dash racing,XBox,XB,2001,Racing,0.11,0.03,0.0,0.15000000000000002,0.01,65.0,7.7,T,Teens
bakugan battle brawlers defenders of the core,XBox,X360,2010,Action,0.11,0.02,0.0,0.14,0.01,62.0,,E10+,Everyone 10y+
rayman origins,Nintendo,3DS,2012,Platform,0.06,0.08,0.0,0.15000000000000002,0.01,71.0,6.3,E10+,Everyone 10y+
summon night 5,PlayStation,PSP,2013,Role-Playing,0.0,0.0,0.15,0.15,0.0,74.0,8.3,T,Teens
motogp 2 ultimate racing technology,PlayStation,PS2,2001,Racing,0.07,0.06,0.0,0.15,0.02,,,,Pending
black * rock shooter the game,PlayStation,PSP,2011,Role-Playing,0.0,0.0,0.15,0.15,0.0,66.0,7.2,T,Teens
bmx xxx,PlayStation,PS2,2002,Sports,0.07,0.06,0.0,0.15,0.02,54.0,4.6,M,Mature
dragon ball z idainaru dragon ball densetsu,Other,SAT,1995,Fighting,0.0,0.0,0.15,0.15,0.0,,,,Pending
sonic advance & sonic pinball party combo pack,Nintendo,GBA,2005,Misc,0.1,0.04,0.0,0.14,0.0,,,,Pending
boktai the sun is in your hand,Nintendo,GBA,2003,Role-Playing,0.1,0.04,0.0,0.14,0.0,83.0,9.6,E,Everyone
making history the great war,Nintendo,Wii,2010,Strategy,0.0,0.0,0.15,0.15,0.0,,,,Pending
guilty gear x2 #reload,XBox,XB,2004,Fighting,0.11,0.03,0.0,0.15000000000000002,0.01,86.0,7.6,T,Teens
wizardry vii gadeia no houshu,PlayStation,PS,1995,Role-Playing,0.0,0.0,0.14,0.15000000000000002,0.01,,,,Pending
recore,XBox,XOne,2016,Action,0.08,0.05,0.0,0.14,0.01,63.0,6.6,T,Teens
soldier of fortune payback,PlayStation,PS3,2007,Shooter,0.12,0.02,0.0,0.15,0.01,50.0,5.4,M,Mature
f1 2012,PC,PC,2012,Racing,0.01,0.11,0.0,0.13999999999999999,0.02,80.0,6.9,E,Everyone
elf the movie,Nintendo,GBA,2004,Action,0.1,0.04,0.0,0.14,0.0,,,E,Everyone
mlb slugfest 20-03,Nintendo,GC,2002,Sports,0.11,0.03,0.0,0.14,0.0,80.0,7.5,E,Everyone
tiger woods pga tour,Nintendo,DS,2004,Sports,0.13,0.0,0.0,0.14,0.01,64.0,7.4,E,Everyone
tamagotchi no appare! niji venture,Nintendo,DS,2007,Role-Playing,0.0,0.0,0.14,0.14,0.0,,,,Pending
ultimate board game collection,Nintendo,Wii,2007,Misc,0.13,0.0,0.0,0.14,0.01,,,E,Everyone
grabbed by the ghoulies,XBox,XB,2003,Action,0.11,0.03,0.0,0.15000000000000002,0.01,66.0,7.3,E,Everyone
cars mater-national championship,XBox,X360,2007,Racing,0.13,0.0,0.0,0.14,0.01,58.0,7.8,E,Everyone
shadow hearts from the new world,PlayStation,PS2,2005,Role-Playing,0.07,0.06,0.0,0.15,0.02,76.0,8.2,T,Teens
rayman raving rabbids,Nintendo,DS,2007,Misc,0.13,0.01,0.0,0.15000000000000002,0.01,56.0,6.1,E,Everyone
terraria,PC,PC,2011,Action,0.0,0.13,0.0,0.14,0.01,83.0,8.5,T,Teens
derby stallion gold,Nintendo,3DS,2014,Sports,0.0,0.0,0.14,0.14,0.0,,,,Pending
csi 3 dimensions of murder,PlayStation,PS2,2007,Adventure,0.07,0.06,0.0,0.15,0.02,,,M,Mature
barbarian,PlayStation,PS2,2002,Fighting,0.07,0.06,0.0,0.15,0.02,63.0,,T,Teens
tennis no oji-sama aim at the victory!,Nintendo,GBA,2002,Sports,0.0,0.0,0.14,0.14,0.0,,,,Pending
l.a. rush,XBox,XB,2005,Racing,0.11,0.03,0.0,0.15000000000000002,0.01,59.0,3.0,T,Teens
rubik's world,Nintendo,Wii,2008,Puzzle,0.12,0.01,0.0,0.14,0.01,64.0,,E,Everyone
record of agarest war 2,PlayStation,PS3,2010,Role-Playing,0.09,0.0,0.04,0.14,0.01,56.0,7.2,T,Teens
quickspot,Nintendo,DS,2006,Misc,0.01,0.0,0.13,0.14,0.0,68.0,,E10+,Everyone 10y+
"lunar 2 eternal blue(sales, but wrong system)",Other,GEN,1994,Role-Playing,0.0,0.0,0.14,0.14,0.0,,,,Pending
pipe dreams 3d,PlayStation,PS,2001,Puzzle,0.08,0.05,0.0,0.14,0.01,,,E,Everyone
skylanders giants,Nintendo,3DS,2012,Action,0.12,0.01,0.0,0.14,0.01,59.0,5.0,E10+,Everyone 10y+
spider-man friend or foe,Nintendo,Wii,2007,Action,0.13,0.0,0.0,0.14,0.01,59.0,8.0,E10+,Everyone 10y+
fox sports golf '99,PlayStation,PS,1997,Sports,0.08,0.05,0.0,0.14,0.01,,,,Pending
power rangers super legends,PlayStation,PS2,2007,Action,0.07,0.06,0.0,0.15,0.02,,3.0,E10+,Everyone 10y+
jurassic the hunted,PlayStation,PS2,2009,Shooter,0.07,0.06,0.0,0.15,0.02,,,T,Teens
sakura wars gb,Nintendo,GB,2000,Adventure,0.0,0.0,0.14,0.14,0.0,,,,Pending
shining force cd,Other,SCD,1994,Strategy,0.0,0.0,0.14,0.14,0.0,,,,Pending
fatal frame,PlayStation,PS2,2001,Action,0.07,0.06,0.0,0.15,0.02,74.0,8.9,T,Teens
rayman 3,Nintendo,GBA,2003,Platform,0.1,0.04,0.0,0.14,0.0,83.0,7.8,E,Everyone
the fifth element,PlayStation,PS,1998,Action,0.08,0.05,0.0,0.14,0.01,,,,Pending
blazblue chrono phantasma extend,PlayStation,PS4,2015,Action,0.07,0.03,0.02,0.14,0.02,80.0,7.7,T,Teens
okaeri! chibi-robo! happy richie oosouji,Nintendo,DS,2009,Adventure,0.0,0.0,0.14,0.14,0.0,,,,Pending
wild arms 4,PlayStation,PS2,2005,Role-Playing,0.07,0.06,0.0,0.15,0.02,69.0,7.3,T,Teens
ratatouille,Nintendo,GC,2007,Action,0.11,0.03,0.0,0.14,0.0,60.0,5.6,E,Everyone
g.i. joe the rise of cobra,PlayStation,PS2,2009,Action,0.11,0.0,0.0,0.14,0.03,50.0,2.3,T,Teens
casper spirit dimensions,PlayStation,PS2,2001,Platform,0.07,0.05,0.0,0.14,0.02,58.0,3.5,E,Everyone
super robot taisen og saga endless frontier (jp sales),Nintendo,DS,2008,Role-Playing,0.0,0.0,0.14,0.14,0.0,,,,Pending
sengoku musou 3 empires,PlayStation,PS3,2011,Action,0.0,0.0,0.14,0.14,0.0,,,,Pending
thunder truck rally,PlayStation,PS,1997,Racing,0.08,0.05,0.0,0.14,0.01,,,,Pending
klonoa empire of dreams,Nintendo,GBA,2001,Platform,0.1,0.04,0.0,0.14,0.0,,,,Pending
safecracker the ultimate puzzle adventure,Nintendo,DS,2009,Puzzle,0.07,0.06,0.0,0.14,0.01,43.0,,E,Everyone
geometry wars galaxies,Nintendo,DS,2007,Shooter,0.13,0.0,0.0,0.14,0.01,79.0,7.9,E,Everyone
famista returns,Nintendo,3DS,2015,Sports,0.0,0.0,0.14,0.14,0.0,,,,Pending
syndicate,PlayStation,PS3,2012,Shooter,0.07,0.06,0.0,0.15,0.02,75.0,6.5,M,Mature
adrenalin misfits,XBox,X360,2010,Racing,0.12,0.02,0.0,0.15,0.01,50.0,,E,Everyone
karaoke revolution glee volume 3,XBox,X360,2011,Misc,0.13,0.0,0.0,0.14,0.01,,,T,Teens
cave story 3d,Nintendo,3DS,2011,Platform,0.09,0.03,0.01,0.14,0.01,82.0,7.7,E10+,Everyone 10y+
iron & blood,PlayStation,PS,1996,Fighting,0.08,0.05,0.0,0.14,0.01,,,,Pending
mega man powered up,PlayStation,PSP,2006,Platform,0.12,0.01,0.0,0.15,0.02,82.0,7.5,E,Everyone
balloon pop,Nintendo,DS,2009,Puzzle,0.13,0.0,0.0,0.14,0.01,,,E,Everyone
class of heroes,PlayStation,PSP,2008,Role-Playing,0.06,0.0,0.08,0.15000000000000002,0.01,61.0,7.1,T,Teens
second sight,PlayStation,PS2,2004,Adventure,0.07,0.05,0.0,0.14,0.02,76.0,8.0,T,Teens
heroes of mana,Nintendo,DS,2007,Strategy,0.07,0.01,0.05,0.14,0.01,66.0,,E10+,Everyone 10y+
alien isolation,PC,PC,2014,Shooter,0.0,0.14,0.0,0.15000000000000002,0.01,81.0,8.4,M,Mature
g.i. joe the rise of cobra,PlayStation,PSP,2009,Action,0.11,0.02,0.0,0.15,0.02,,,T,Teens
just cause 3,PC,PC,2015,Action,0.03,0.11,0.0,0.15000000000000002,0.01,74.0,5.3,M,Mature
monster house,PlayStation,PS2,2006,Adventure,0.07,0.05,0.0,0.14,0.02,59.0,,E10+,Everyone 10y+
phantom brave,PlayStation,PS2,2004,Role-Playing,0.07,0.05,0.0,0.14,0.02,81.0,7.9,T,Teens
thor god of thunder,XBox,X360,2011,Action,0.09,0.04,0.0,0.14,0.01,38.0,5.7,T,Teens
championship motocross 2001 featuring ricky carmichael,PlayStation,PS,2001,Racing,0.08,0.05,0.0,0.14,0.01,70.0,,T,Teens
kenka banchou 5 otoko no housoku,PlayStation,PSP,2011,Action,0.0,0.0,0.14,0.14,0.0,,,,Pending
bejeweled 3,PlayStation,PS3,,Puzzle,0.13,0.0,0.0,0.15,0.02,76.0,8.2,E,Everyone
doshin the giant,Nintendo,GC,2002,Simulation,0.0,0.0,0.14,0.14,0.0,,,,Pending
star ocean blue sphere,Nintendo,GB,2001,Role-Playing,0.0,0.0,0.14,0.14,0.0,,,,Pending
shrek 2 and shark tale 2-in-1 pack,Nintendo,GBA,2005,Misc,0.1,0.04,0.0,0.14,0.0,,,,Pending
mojo!,PlayStation,PS2,2003,Puzzle,0.07,0.05,0.0,0.14,0.02,,,,Pending
kamen rider ryuki,PlayStation,PS,2002,Action,0.0,0.0,0.13,0.14,0.01,,,,Pending
front mission alternative,PlayStation,PS,1997,Strategy,0.0,0.0,0.13,0.14,0.01,,,,Pending
world championship poker howard lederer - all in,PlayStation,PSP,2006,Misc,0.13,0.0,0.0,0.14,0.01,,,,Pending
fifa soccer 2005,Nintendo,GC,2004,Sports,0.11,0.03,0.0,0.14,0.0,78.0,8.5,E,Everyone
harvest moon hero of leaf valley,PlayStation,PSP,2009,Simulation,0.07,0.02,0.05,0.15000000000000002,0.01,74.0,7.9,E,Everyone
diner dash flo on the go,Nintendo,DS,2009,Puzzle,0.13,0.0,0.0,0.14,0.01,,,E,Everyone
hexyz force,PlayStation,PSP,2009,Role-Playing,0.07,0.0,0.06,0.14,0.01,68.0,7.3,T,Teens
power stone,Other,DC,1998,Fighting,0.0,0.0,0.14,0.14,0.0,,,,Pending
jonny moseley mad trix,PlayStation,PS2,2001,Sports,0.07,0.05,0.0,0.14,0.02,44.0,5.7,T,Teens
uta no * prince-sama repeat,PlayStation,PSP,2011,Adventure,0.0,0.0,0.14,0.14,0.0,,,,Pending
senran kagura burst guren no sh?jo-tachi,Nintendo,3DS,2012,Action,0.0,0.0,0.14,0.14,0.0,,,,Pending
mtv music generator 3 this is the remix,PlayStation,PS2,2004,Misc,0.07,0.05,0.0,0.14,0.02,79.0,8.6,T,Teens
cake mania 3,Nintendo,DS,2009,Simulation,0.13,0.0,0.0,0.14,0.01,,,E,Everyone
zetta hero project unlosing ranger vs. darkdeath evilman,PlayStation,PSP,2010,Role-Playing,0.07,0.0,0.06,0.14,0.01,,,,Pending
gundam breaker 2,PlayStation,PS3,2014,Action,0.0,0.0,0.14,0.14,0.0,,,,Pending
.hack//link,PlayStation,PSP,2010,Role-Playing,0.0,0.0,0.14,0.14,0.0,,,,Pending
terminator 3 rise of the machines,XBox,XB,2003,Action,0.11,0.03,0.0,0.15000000000000002,0.01,35.0,2.0,T,Teens
ssx on tour,XBox,XB,2005,Sports,0.11,0.03,0.0,0.15000000000000002,0.01,81.0,8.1,E,Everyone
ncaa college basketball 2k3,XBox,XB,2002,Sports,0.11,0.03,0.0,0.15000000000000002,0.01,84.0,8.4,E,Everyone
victorious boxers revolution,Nintendo,Wii,2007,Fighting,0.07,0.0,0.06,0.14,0.01,59.0,5.4,T,Teens
farming simulator 2013,PlayStation,PS3,2013,Simulation,0.0,0.09,0.02,0.13,0.02,40.0,2.9,E,Everyone
the legend of heroes ii prophecy of the moonlight witch,PlayStation,PSP,2004,Role-Playing,0.03,0.0,0.11,0.14,0.0,63.0,6.9,E10+,Everyone 10y+
doom,Nintendo,GBA,2001,Shooter,0.1,0.04,0.0,0.14,0.0,81.0,8.5,T,Teens
hidden mysteries salem secrets - witch trials of 1692,Nintendo,DS,2010,Puzzle,0.09,0.04,0.0,0.14,0.01,,,,Pending
mary-kate and ashley winners circle,PlayStation,PS,2001,Action,0.08,0.05,0.0,0.14,0.01,,,,Pending
